indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.103,95% Confidence Intervals,0.124,0.084
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.141,95% Confidence Intervals,0.208,0.089
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,.S,95% Confidence Intervals,.S,.S
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.115,95% Confidence Intervals,0.126,0.105
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.107,95% Confidence Intervals,0.122,0.093
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.101,95% Confidence Intervals,0.128,0.078
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,.S,95% Confidence Intervals,.S,.S
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,.S,95% Confidence Intervals,.S,.S
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.103,95% Confidence Intervals,0.117,0.090
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.111,95% Confidence Intervals,0.132,0.093
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.098,95% Confidence Intervals,0.127,0.074
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,.S,95% Confidence Intervals,.S,.S
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,.S,95% Confidence Intervals,.S,.S
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.101,95% Confidence Intervals,0.114,0.089
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.111,95% Confidence Intervals,0.133,0.091
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.11,95% Confidence Intervals,0.128,0.093
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.109,95% Confidence Intervals,0.118,0.100
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.111,95% Confidence Intervals,0.129,0.095
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.104,95% Confidence Intervals,0.112,0.096
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2015/16,Proportion,0.119,95% Confidence Intervals,0.137,0.102
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2015/16,Proportion,0.103,95% Confidence Intervals,0.111,0.095
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2016/17,Proportion,0.126,95% Confidence Intervals,0.144,0.109
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2016/17,Proportion,0.102,95% Confidence Intervals,0.112,0.093
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2017/18,Proportion,0.123,95% Confidence Intervals,0.143,0.106
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2017/18,Proportion,0.108,95% Confidence Intervals,0.117,0.099
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2018/19,Proportion,0.125,95% Confidence Intervals,0.144,0.107
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2018/19,Proportion,0.116,95% Confidence Intervals,0.125,0.108
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2019/20,Proportion,0.129,95% Confidence Intervals,0.152,0.108
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2019/20,Proportion,0.115,95% Confidence Intervals,0.122,0.108
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2020/21,Proportion,0.115,95% Confidence Intervals,0.139,0.094
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2020/21,Proportion,0.113,95% Confidence Intervals,0.122,0.105
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2021/22,Proportion,0.107,95% Confidence Intervals,0.133,0.085
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2021/22,Proportion,0.105,95% Confidence Intervals,0.116,0.095
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2022/23,Proportion,0.096,95% Confidence Intervals,0.122,0.074
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2022/23,Proportion,0.103,95% Confidence Intervals,0.114,0.093
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.095,95% Confidence Intervals,0.118,0.075
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.093,95% Confidence Intervals,0.114,0.075
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.1,95% Confidence Intervals,0.121,0.082
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.114,95% Confidence Intervals,0.132,0.097
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.136,95% Confidence Intervals,0.149,0.123
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.079,95% Confidence Intervals,0.105,0.058
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.092,95% Confidence Intervals,0.117,0.071
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.099,95% Confidence Intervals,0.118,0.082
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.114,95% Confidence Intervals,0.130,0.099
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.136,95% Confidence Intervals,0.150,0.123
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.064,95% Confidence Intervals,0.086,0.047
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.095,95% Confidence Intervals,0.120,0.075
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.1,95% Confidence Intervals,0.119,0.083
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.114,95% Confidence Intervals,0.129,0.099
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.148,95% Confidence Intervals,0.163,0.134
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.078,95% Confidence Intervals,0.100,0.059
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.106,95% Confidence Intervals,0.131,0.085
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.099,95% Confidence Intervals,0.115,0.084
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.105,95% Confidence Intervals,0.120,0.090
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.138,95% Confidence Intervals,0.151,0.125
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.092,95% Confidence Intervals,0.114,0.074
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.103,95% Confidence Intervals,0.127,0.083
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.105,95% Confidence Intervals,0.122,0.090
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.101,95% Confidence Intervals,0.115,0.088
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.142,95% Confidence Intervals,0.156,0.130
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.113,95% Confidence Intervals,0.136,0.094
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.095,95% Confidence Intervals,0.113,0.080
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.12,95% Confidence Intervals,0.136,0.105
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.096,95% Confidence Intervals,0.109,0.083
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.153,95% Confidence Intervals,0.168,0.139
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.1,95% Confidence Intervals,0.122,0.081
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.088,95% Confidence Intervals,0.108,0.071
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.115,95% Confidence Intervals,0.133,0.099
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.111,95% Confidence Intervals,0.127,0.096
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.161,95% Confidence Intervals,0.177,0.145
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.094,95% Confidence Intervals,0.114,0.076
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.082,95% Confidence Intervals,0.108,0.061
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.101,95% Confidence Intervals,0.121,0.084
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.117,95% Confidence Intervals,0.135,0.101
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.163,95% Confidence Intervals,0.180,0.147
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.079,95% Confidence Intervals,0.100,0.061
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.076,95% Confidence Intervals,0.102,0.055
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.092,95% Confidence Intervals,0.120,0.068
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.125,95% Confidence Intervals,0.143,0.108
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.148,95% Confidence Intervals,0.171,0.128
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.079,95% Confidence Intervals,0.101,0.060
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.069,95% Confidence Intervals,0.093,0.049
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.092,95% Confidence Intervals,0.119,0.070
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.107,95% Confidence Intervals,0.128,0.088
Teeth removed due to decay in lifetime,Teeth extracted due to decay abscess or infection in lifetime (1-14 years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.155,95% Confidence Intervals,0.178,0.134
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.981,95% Confidence Intervals,0.984,0.978
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.982,95% Confidence Intervals,0.985,0.978
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.98,95% Confidence Intervals,0.983,0.977
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.979,95% Confidence Intervals,0.982,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.979,95% Confidence Intervals,0.982,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.981,95% Confidence Intervals,0.984,0.978
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.979,95% Confidence Intervals,0.982,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.977,95% Confidence Intervals,0.981,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.976,95% Confidence Intervals,0.981,0.970
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.97,95% Confidence Intervals,0.976,0.964
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.985,95% Confidence Intervals,0.989,0.980
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.978,95% Confidence Intervals,0.983,0.972
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.985,95% Confidence Intervals,0.988,0.981
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.979,95% Confidence Intervals,0.983,0.974
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.982,95% Confidence Intervals,0.986,0.978
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.978,95% Confidence Intervals,0.982,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.98,95% Confidence Intervals,0.984,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.978,95% Confidence Intervals,0.982,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.98,95% Confidence Intervals,0.983,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.979,95% Confidence Intervals,0.982,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.983,95% Confidence Intervals,0.986,0.979
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.979,95% Confidence Intervals,0.983,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.98,95% Confidence Intervals,0.985,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.977,95% Confidence Intervals,0.982,0.972
