indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.074,95% Confidence Intervals,0.084,0.066
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.098,95% Confidence Intervals,0.107,0.090
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.126,95% Confidence Intervals,0.136,0.117
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.054,95% Confidence Intervals,0.065,0.045
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.061,95% Confidence Intervals,0.070,0.053
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.079,95% Confidence Intervals,0.090,0.069
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.094,95% Confidence Intervals,0.104,0.084
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.137,95% Confidence Intervals,0.147,0.127
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.063,95% Confidence Intervals,0.075,0.052
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.075,95% Confidence Intervals,0.091,0.061
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.089,95% Confidence Intervals,0.108,0.073
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.109,95% Confidence Intervals,0.122,0.096
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.146,95% Confidence Intervals,0.159,0.133
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.072,95% Confidence Intervals,0.083,0.061
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.089,95% Confidence Intervals,0.109,0.072
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.108,95% Confidence Intervals,0.127,0.091
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.125,95% Confidence Intervals,0.140,0.111
Psychological distress - high or very high,Psychological distress in the last 4 weeks high or very high (K10 score ≥12) (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.162,95% Confidence Intervals,0.175,0.149
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.16,95% Confidence Intervals,0.166,0.155
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.156,95% Confidence Intervals,0.161,0.151
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.152,95% Confidence Intervals,0.157,0.147
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.146,95% Confidence Intervals,0.150,0.141
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.14,95% Confidence Intervals,0.144,0.135
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.134,95% Confidence Intervals,0.139,0.130
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.127,95% Confidence Intervals,0.132,0.122
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.114,95% Confidence Intervals,0.118,0.109
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.099,95% Confidence Intervals,0.104,0.095
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.082,95% Confidence Intervals,0.087,0.078
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.17,95% Confidence Intervals,0.179,0.161
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.152,95% Confidence Intervals,0.157,0.146
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.168,95% Confidence Intervals,0.176,0.160
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.145,95% Confidence Intervals,0.151,0.140
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.166,95% Confidence Intervals,0.173,0.158
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.138,95% Confidence Intervals,0.144,0.133
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.158,95% Confidence Intervals,0.165,0.152
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.133,95% Confidence Intervals,0.139,0.128
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.152,95% Confidence Intervals,0.159,0.145
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.127,95% Confidence Intervals,0.132,0.123
Daily smokers,Daily smokers (has smoked more than 100 cigarettes in lifetime and currently smokes at least once a day) (15+ years),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.147,95% Confidence Intervals,0.155,0.140
